age,path,split
34,imdb_crop/03/nm0000103_rm4028602112_1974-5-21_2008.jpg,train
24,imdb_crop/03/nm0000103_rm4126447616_1974-5-21_1998.jpg,train
24,imdb_crop/03/nm0000103_rm4143224832_1974-5-21_1998.jpg,train
11,imdb_crop/03/nm0000103_rm4162358784_1974-5-21_1985.jpg,train
34,imdb_crop/03/nm0000103_rm4263483136_1974-5-21_2008.jpg,train
24,imdb_crop/03/nm0000103_rm4277442560_1974-5-21_1998.jpg,train
31,imdb_crop/03/nm0000103_rm821467136_1974-5-21_2005.jpg,train
31,imdb_crop/03/nm0000103_rm838244352_1974-5-21_2005.jpg,train
23,imdb_crop/03/nm0000103_rm995662592_1974-5-21_1997.jpg,train
42,imdb_crop/04/nm0000104_rm1026201600_1960-8-10_2003.jpg,train
46,imdb_crop/04/nm0000104_rm1157535744_1960-8-10_2007.jpg,train
45,imdb_crop/04/nm0000104_rm1161730816_1960-8-10_2006.jpg,train
46,imdb_crop/04/nm0000104_rm1174312960_1960-8-10_2007.jpg,test
50,imdb_crop/04/nm0000104_rm1296087296_1960-8-10_2011.jpg,train
44,imdb_crop/04/nm0000104_rm1338087680_1960-8-10_2005.jpg,train
35,imdb_crop/04/nm0000104_rm133929216_1960-8-10_1996.jpg,train
49,imdb_crop/04/nm0000104_rm1554678272_1960-8-10_2010.jpg,train
45,imdb_crop/04/nm0000104_rm1636564224_1960-8-10_2006.jpg,train
33,imdb_crop/04/nm0000104_rm1652654336_1960-8-10_1994.jpg,train
50,imdb_crop/04/nm0000104_rm1728034304_1960-8-10_2011.jpg,train
37,imdb_crop/04/nm0000104_rm1748225024_1960-8-10_1998.jpg,train
37,imdb_crop/04/nm0000104_rm1798556672_1960-8-10_1998.jpg,train
37,imdb_crop/04/nm0000104_rm1815333888_1960-8-10_1998.jpg,train
40,imdb_crop/04/nm0000104_rm19314944_1960-8-10_2001.jpg,train
37,imdb_crop/04/nm0000104_rm1983106048_1960-8-10_1998.jpg,train
45,imdb_crop/04/nm0000104_rm2050923264_1960-8-10_2006.jpg,train
45,imdb_crop/04/nm0000104_rm2067700480_1960-8-10_2006.jpg,train
45,imdb_crop/04/nm0000104_rm2084477696_1960-8-10_2006.jpg,train
45,imdb_crop/04/nm0000104_rm2101254912_1960-8-10_2006.jpg,train
45,imdb_crop/04/nm0000104_rm2118032128_1960-8-10_2006.jpg,train
50,imdb_crop/04/nm0000104_rm2153357824_1960-8-10_2011.jpg,train
50,imdb_crop/04/nm0000104_rm2170135040_1960-8-10_2011.jpg,train
41,imdb_crop/04/nm0000104_rm2172628992_1960-8-10_2002.jpg,train
50,imdb_crop/04/nm0000104_rm219987200_1960-8-10_2011.jpg,train
34,imdb_crop/04/nm0000104_rm2201849344_1960-8-10_1995.jpg,train
41,imdb_crop/04/nm0000104_rm2352715776_1960-8-10_2002.jpg,val
41,imdb_crop/04/nm0000104_rm2419824640_1960-8-10_2002.jpg,train
48,imdb_crop/04/nm0000104_rm2478540800_1960-8-10_2009.jpg,test
50,imdb_crop/04/nm0000104_rm253541632_1960-8-10_2011.jpg,train
50,imdb_crop/04/nm0000104_rm2540023808_1960-8-10_2011.jpg,train
48,imdb_crop/04/nm0000104_rm2562426880_1960-8-10_2009.jpg,train
48,imdb_crop/04/nm0000104_rm2646312960_1960-8-10_2009.jpg,train
53,imdb_crop/04/nm0000104_rm2875115264_1960-8-10_2014.jpg,train
53,imdb_crop/04/nm0000104_rm2891892480_1960-8-10_2014.jpg,train
52,imdb_crop/04/nm0000104_rm3001409024_1960-8-10_2013.jpg,train
34,imdb_crop/04/nm0000104_rm305892864_1960-8-10_1995.jpg,train
42,imdb_crop/04/nm0000104_rm3237317632_1960-8-10_2003.jpg,train
41,imdb_crop/04/nm0000104_rm3258227200_1960-8-10_2002.jpg,train
41,imdb_crop/04/nm0000104_rm3275004416_1960-8-10_2002.jpg,train
42,imdb_crop/04/nm0000104_rm3281761792_1960-8-10_2003.jpg,train
41,imdb_crop/04/nm0000104_rm3291781632_1960-8-10_2002.jpg,train
42,imdb_crop/04/nm0000104_rm3298539008_1960-8-10_2003.jpg,train
38,imdb_crop/04/nm0000104_rm3393034752_1960-8-10_1999.jpg,train
34,imdb_crop/04/nm0000104_rm339447296_1960-8-10_1995.jpg,train
41,imdb_crop/04/nm0000104_rm3442776576_1960-8-10_2002.jpg,test
34,imdb_crop/04/nm0000104_rm3493629440_1960-8-10_1995.jpg,train
53,imdb_crop/04/nm0000104_rm349753088_1960-8-10_2014.jpg,train
54,imdb_crop/04/nm0000104_rm3642421760_1960-8-10_2015.jpg,test
45,imdb_crop/04/nm0000104_rm3686775296_1960-8-10_2006.jpg,train
45,imdb_crop/04/nm0000104_rm3703552512_1960-8-10_2006.jpg,test
41,imdb_crop/04/nm0000104_rm3832328192_1960-8-10_2002.jpg,train
41,imdb_crop/04/nm0000104_rm3882659840_1960-8-10_2002.jpg,train
54,imdb_crop/04/nm0000104_rm3884971008_1960-8-10_2015.jpg,train
50,imdb_crop/04/nm0000104_rm3934174464_1960-8-10_2011.jpg,train
38,imdb_crop/04/nm0000104_rm3951728640_1960-8-10_1999.jpg,train
38,imdb_crop/04/nm0000104_rm3957374464_1960-8-10_1999.jpg,train
38,imdb_crop/04/nm0000104_rm3968505856_1960-8-10_1999.jpg,train
41,imdb_crop/04/nm0000104_rm3972372736_1960-8-10_2002.jpg,train
38,imdb_crop/04/nm0000104_rm3974151680_1960-8-10_1999.jpg,train
49,imdb_crop/04/nm0000104_rm4006644992_1960-8-10_2010.jpg,train
38,imdb_crop/04/nm0000104_rm4007706112_1960-8-10_1999.jpg,train
38,imdb_crop/04/nm0000104_rm4024483328_1960-8-10_1999.jpg,test
42,imdb_crop/04/nm0000104_rm4037908736_1960-8-10_2003.jpg,train
40,imdb_crop/04/nm0000104_rm4039621376_1960-8-10_2001.jpg,train
40,imdb_crop/04/nm0000104_rm4056398592_1960-8-10_2001.jpg,train
31,imdb_crop/04/nm0000104_rm407023616_1960-8-10_1992.jpg,train
41,imdb_crop/04/nm0000104_rm4073036032_1960-8-10_2002.jpg,train
40,imdb_crop/04/nm0000104_rm4073175808_1960-8-10_2001.jpg,val
54,imdb_crop/04/nm0000104_rm4086168832_1960-8-10_2015.jpg,train
49,imdb_crop/04/nm0000104_rm4180130560_1960-8-10_2010.jpg,train
43,imdb_crop/04/nm0000104_rm4291005440_1960-8-10_2004.jpg,train
50,imdb_crop/04/nm0000104_rm494448640_1960-8-10_2011.jpg,train
50,imdb_crop/04/nm0000104_rm52215040_1960-8-10_2011.jpg,train
33,imdb_crop/04/nm0000104_rm624086016_1960-8-10_1994.jpg,train
42,imdb_crop/04/nm0000104_rm657102848_1960-8-10_2003.jpg,train
50,imdb_crop/04/nm0000104_rm67088896_1960-8-10_2011.jpg,test
50,imdb_crop/04/nm0000104_rm685553920_1960-8-10_2011.jpg,train
43,imdb_crop/04/nm0000104_rm713201664_1960-8-10_2004.jpg,train
37,imdb_crop/04/nm0000104_rm787847424_1960-8-10_1998.jpg,train
50,imdb_crop/04/nm0000104_rm797880832_1960-8-10_2011.jpg,train
46,imdb_crop/04/nm0000104_rm851807232_1960-8-10_2007.jpg,train
50,imdb_crop/04/nm0000104_rm886880512_1960-8-10_2011.jpg,train
34,imdb_crop/04/nm0000104_rm894801920_1960-8-10_1995.jpg,train
50,imdb_crop/04/nm0000104_rm920434944_1960-8-10_2011.jpg,train
32,imdb_crop/04/nm0000104_rm926649856_1960-8-10_1993.jpg,train
35,imdb_crop/04/nm0000104_rm989567232_1960-8-10_1996.jpg,train
67,imdb_crop/05/nm0000105_rm3465195008_1945-6-11_2012.jpg,train
60,imdb_crop/05/nm0000105_rm3592657408_1945-6-11_2005.jpg,train
60,imdb_crop/05/nm0000105_rm3609434624_1945-6-11_2005.jpg,train
37,imdb_crop/05/nm0000105_rm3898784512_1945-6-11_1982.jpg,train
37,imdb_crop/05/nm0000105_rm3915561728_1945-6-11_1982.jpg,train
37,imdb_crop/05/nm0000105_rm3949116160_1945-6-11_1982.jpg,train
37,imdb_crop/05/nm0000105_rm3982670592_1945-6-11_1982.jpg,train
37,imdb_crop/05/nm0000105_rm4016225024_1945-6-11_1982.jpg,train
37,imdb_crop/05/nm0000105_rm4100111104_1945-6-11_1982.jpg,train
32,imdb_crop/06/nm0000106_rm1009880064_1975-2-22_2007.jpg,train
35,imdb_crop/06/nm0000106_rm1024425984_1975-2-22_2010.jpg,train
35,imdb_crop/06/nm0000106_rm1041203200_1975-2-22_2010.jpg,train
27,imdb_crop/06/nm0000106_rm1085452288_1975-2-22_2002.jpg,train
23,imdb_crop/06/nm0000106_rm1092590336_1975-2-22_1998.jpg,train
23,imdb_crop/06/nm0000106_rm1109367552_1975-2-22_1998.jpg,train
34,imdb_crop/06/nm0000106_rm1115130112_1975-2-22_2009.jpg,train
21,imdb_crop/06/nm0000106_rm1115330816_1975-2-22_1996.jpg,train
27,imdb_crop/06/nm0000106_rm1119006720_1975-2-22_2002.jpg,train
23,imdb_crop/06/nm0000106_rm1142921984_1975-2-22_1998.jpg,val
23,imdb_crop/06/nm0000106_rm1159699200_1975-2-22_1998.jpg,train
23,imdb_crop/06/nm0000106_rm1176476416_1975-2-22_1998.jpg,val
32,imdb_crop/06/nm0000106_rm1196464640_1975-2-22_2007.jpg,train
34,imdb_crop/06/nm0000106_rm1197902080_1975-2-22_2009.jpg,train
21,imdb_crop/06/nm0000106_rm1212586496_1975-2-22_1996.jpg,train
28,imdb_crop/06/nm0000106_rm1237358848_1975-2-22_2003.jpg,train
20,imdb_crop/06/nm0000106_rm1254922496_1975-2-22_1995.jpg,train
34,imdb_crop/06/nm0000106_rm1333233920_1975-2-22_2009.jpg,train
20,imdb_crop/06/nm0000106_rm1405917440_1975-2-22_1995.jpg,train
23,imdb_crop/06/nm0000106_rm1411357440_1975-2-22_1998.jpg,train
20,imdb_crop/06/nm0000106_rm1422694656_1975-2-22_1995.jpg,test
18,imdb_crop/06/nm0000106_rm1480166144_1975-2-22_1993.jpg,train
18,imdb_crop/06/nm0000106_rm1496943360_1975-2-22_1993.jpg,train
21,imdb_crop/06/nm0000106_rm1498258176_1975-2-22_1996.jpg,train
18,imdb_crop/06/nm0000106_rm1513720576_1975-2-22_1993.jpg,train
7,imdb_crop/06/nm0000106_rm1518967040_1975-2-22_1982.jpg,val
18,imdb_crop/06/nm0000106_rm1530497792_1975-2-22_1993.jpg,train
18,imdb_crop/06/nm0000106_rm1547275008_1975-2-22_1993.jpg,val
18,imdb_crop/06/nm0000106_rm1564052224_1975-2-22_1993.jpg,train
32,imdb_crop/06/nm0000106_rm1714523136_1975-2-22_2007.jpg,train
32,imdb_crop/06/nm0000106_rm1803717888_1975-2-22_2007.jpg,train
23,imdb_crop/06/nm0000106_rm1826986240_1975-2-22_1998.jpg,train
23,imdb_crop/06/nm0000106_rm1843763456_1975-2-22_1998.jpg,train
20,imdb_crop/06/nm0000106_rm1852616704_1975-2-22_1995.jpg,train
39,imdb_crop/06/nm0000106_rm1883097088_1975-2-22_2014.jpg,train
23,imdb_crop/06/nm0000106_rm1894095104_1975-2-22_1998.jpg,train
23,imdb_crop/06/nm0000106_rm1961203968_1975-2-22_1998.jpg,train
34,imdb_crop/06/nm0000106_rm1963035136_1975-2-22_2009.jpg,train
20,imdb_crop/06/nm0000106_rm1970057216_1975-2-22_1995.jpg,train
34,imdb_crop/06/nm0000106_rm1979812352_1975-2-22_2009.jpg,train
26,imdb_crop/06/nm0000106_rm1980930048_1975-2-22_2001.jpg,train
20,imdb_crop/06/nm0000106_rm1986834432_1975-2-22_1995.jpg,train
34,imdb_crop/06/nm0000106_rm1996589568_1975-2-22_2009.jpg,train
26,imdb_crop/06/nm0000106_rm1997707264_1975-2-22_2001.jpg,val
27,imdb_crop/06/nm0000106_rm2014222336_1975-2-22_2002.jpg,train
34,imdb_crop/06/nm0000106_rm2019985664_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2036762880_1975-2-22_2009.jpg,train
32,imdb_crop/06/nm0000106_rm2049415680_1975-2-22_2007.jpg,train
32,imdb_crop/06/nm0000106_rm2052102656_1975-2-22_2007.jpg,train
34,imdb_crop/06/nm0000106_rm2053540096_1975-2-22_2009.jpg,train
32,imdb_crop/06/nm0000106_rm2066192896_1975-2-22_2007.jpg,train
32,imdb_crop/06/nm0000106_rm2068879872_1975-2-22_2007.jpg,train
32,imdb_crop/06/nm0000106_rm2082970112_1975-2-22_2007.jpg,train
32,imdb_crop/06/nm0000106_rm2085657088_1975-2-22_2007.jpg,train
34,imdb_crop/06/nm0000106_rm2087094528_1975-2-22_2009.jpg,train
32,imdb_crop/06/nm0000106_rm2099747328_1975-2-22_2007.jpg,train
27,imdb_crop/06/nm0000106_rm2114885632_1975-2-22_2002.jpg,train
32,imdb_crop/06/nm0000106_rm2116524544_1975-2-22_2007.jpg,train
34,imdb_crop/06/nm0000106_rm2150336768_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2167113984_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2183891200_1975-2-22_2009.jpg,train
28,imdb_crop/06/nm0000106_rm2201721600_1975-2-22_2003.jpg,train
29,imdb_crop/06/nm0000106_rm2212862208_1975-2-22_2004.jpg,train
29,imdb_crop/06/nm0000106_rm2246416640_1975-2-22_2004.jpg,train
28,imdb_crop/06/nm0000106_rm2256967936_1975-2-22_2003.jpg,train
29,imdb_crop/06/nm0000106_rm2263193856_1975-2-22_2004.jpg,train
29,imdb_crop/06/nm0000106_rm2279971072_1975-2-22_2004.jpg,train
21,imdb_crop/06/nm0000106_rm228046848_1975-2-22_1996.jpg,train
32,imdb_crop/06/nm0000106_rm2286000896_1975-2-22_2007.jpg,train
34,imdb_crop/06/nm0000106_rm2286520832_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2303298048_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2310638080_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2320075264_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2351663360_1975-2-22_2009.jpg,train
29,imdb_crop/06/nm0000106_rm2363857152_1975-2-22_2004.jpg,train
11,imdb_crop/06/nm0000106_rm2364048640_1975-2-22_1986.jpg,test
34,imdb_crop/06/nm0000106_rm2368440576_1975-2-22_2009.jpg,train
29,imdb_crop/06/nm0000106_rm2380634368_1975-2-22_2004.jpg,train
34,imdb_crop/06/nm0000106_rm2385217792_1975-2-22_2009.jpg,test
7,imdb_crop/06/nm0000106_rm2385743360_1975-2-22_1982.jpg,val
29,imdb_crop/06/nm0000106_rm2397411584_1975-2-22_2004.jpg,train
34,imdb_crop/06/nm0000106_rm2401995008_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2418445056_1975-2-22_2009.jpg,train
32,imdb_crop/06/nm0000106_rm2424544000_1975-2-22_2007.jpg,train
34,imdb_crop/06/nm0000106_rm2435222272_1975-2-22_2009.jpg,train
30,imdb_crop/06/nm0000106_rm2496433152_1975-2-22_2005.jpg,train
29,imdb_crop/06/nm0000106_rm2498074880_1975-2-22_2004.jpg,train
7,imdb_crop/06/nm0000106_rm251042560_1975-2-22_1982.jpg,test
23,imdb_crop/06/nm0000106_rm2517997568_1975-2-22_1998.jpg,train
32,imdb_crop/06/nm0000106_rm2520881920_1975-2-22_2007.jpg,train
29,imdb_crop/06/nm0000106_rm2581960960_1975-2-22_2004.jpg,train
23,imdb_crop/06/nm0000106_rm2612115968_1975-2-22_1998.jpg,train
23,imdb_crop/06/nm0000106_rm2628893184_1975-2-22_1998.jpg,train
34,imdb_crop/06/nm0000106_rm2636548864_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm2653326080_1975-2-22_2009.jpg,train
24,imdb_crop/06/nm0000106_rm2669844480_1975-2-22_1999.jpg,train
34,imdb_crop/06/nm0000106_rm2670103296_1975-2-22_2009.jpg,train
32,imdb_crop/06/nm0000106_rm2676202240_1975-2-22_2007.jpg,train
18,imdb_crop/06/nm0000106_rm2788788992_1975-2-22_1993.jpg,train
18,imdb_crop/06/nm0000106_rm2805566208_1975-2-22_1993.jpg,train
34,imdb_crop/06/nm0000106_rm2829946368_1975-2-22_2009.jpg,train
23,imdb_crop/06/nm0000106_rm2830146304_1975-2-22_1998.jpg,test
23,imdb_crop/06/nm0000106_rm2863700736_1975-2-22_1998.jpg,test
37,imdb_crop/06/nm0000106_rm2890904064_1975-2-22_2012.jpg,train
23,imdb_crop/06/nm0000106_rm2897255168_1975-2-22_1998.jpg,train
23,imdb_crop/06/nm0000106_rm2914032384_1975-2-22_1998.jpg,train
29,imdb_crop/06/nm0000106_rm2967836928_1975-2-22_2004.jpg,train
25,imdb_crop/06/nm0000106_rm2972812288_1975-2-22_2000.jpg,train
28,imdb_crop/06/nm0000106_rm2995165440_1975-2-22_2003.jpg,train
9,imdb_crop/06/nm0000106_rm3021649920_1975-2-22_1984.jpg,val
35,imdb_crop/06/nm0000106_rm3053420800_1975-2-22_2010.jpg,train
34,imdb_crop/06/nm0000106_rm3061025280_1975-2-22_2009.jpg,val
23,imdb_crop/06/nm0000106_rm3065027328_1975-2-22_1998.jpg,val
35,imdb_crop/06/nm0000106_rm3070198016_1975-2-22_2010.jpg,train
35,imdb_crop/06/nm0000106_rm3086975232_1975-2-22_2010.jpg,train
28,imdb_crop/06/nm0000106_rm3095828736_1975-2-22_2003.jpg,train
29,imdb_crop/06/nm0000106_rm3102054656_1975-2-22_2004.jpg,train
26,imdb_crop/06/nm0000106_rm3121712640_1975-2-22_2001.jpg,train
34,imdb_crop/06/nm0000106_rm3162278400_1975-2-22_2009.jpg,train
35,imdb_crop/06/nm0000106_rm3170861312_1975-2-22_2010.jpg,train
34,imdb_crop/06/nm0000106_rm3173746944_1975-2-22_2009.jpg,train
29,imdb_crop/06/nm0000106_rm3185940736_1975-2-22_2004.jpg,train
35,imdb_crop/06/nm0000106_rm3187638528_1975-2-22_2010.jpg,train
17,imdb_crop/06/nm0000106_rm3190001152_1975-2-22_1992.jpg,test
28,imdb_crop/06/nm0000106_rm3196492032_1975-2-22_2003.jpg,train
35,imdb_crop/06/nm0000106_rm3204415744_1975-2-22_2010.jpg,train
29,imdb_crop/06/nm0000106_rm3219495168_1975-2-22_2004.jpg,train
35,imdb_crop/06/nm0000106_rm3221192960_1975-2-22_2010.jpg,train
34,imdb_crop/06/nm0000106_rm3226110464_1975-2-22_2009.jpg,train
28,imdb_crop/06/nm0000106_rm3230046464_1975-2-22_2003.jpg,train
37,imdb_crop/06/nm0000106_rm3253842176_1975-2-22_2012.jpg,train
24,imdb_crop/06/nm0000106_rm3271465728_1975-2-22_1999.jpg,val
34,imdb_crop/06/nm0000106_rm3276376576_1975-2-22_2009.jpg,train
28,imdb_crop/06/nm0000106_rm3280378112_1975-2-22_2003.jpg,train
34,imdb_crop/06/nm0000106_rm3307244288_1975-2-22_2009.jpg,train
28,imdb_crop/06/nm0000106_rm3313932544_1975-2-22_2003.jpg,train
34,imdb_crop/06/nm0000106_rm3368128000_1975-2-22_2009.jpg,train
35,imdb_crop/06/nm0000106_rm3369437440_1975-2-22_2010.jpg,train
35,imdb_crop/06/nm0000106_rm3386214656_1975-2-22_2010.jpg,train
34,imdb_crop/06/nm0000106_rm3401682432_1975-2-22_2009.jpg,train
34,imdb_crop/06/nm0000106_rm3418459648_1975-2-22_2009.jpg,train
23,imdb_crop/06/nm0000106_rm3424426496_1975-2-22_1998.jpg,train
24,imdb_crop/06/nm0000106_rm3472792320_1975-2-22_1999.jpg,train
25,imdb_crop/06/nm0000106_rm3506019072_1975-2-22_2000.jpg,train
35,imdb_crop/06/nm0000106_rm3520432384_1975-2-22_2010.jpg,train
35,imdb_crop/06/nm0000106_rm3537209600_1975-2-22_2010.jpg,train
35,imdb_crop/06/nm0000106_rm3553986816_1975-2-22_2010.jpg,train
29,imdb_crop/06/nm0000106_rm3558840832_1975-2-22_2004.jpg,train
35,imdb_crop/06/nm0000106_rm3570764032_1975-2-22_2010.jpg,train
34,imdb_crop/06/nm0000106_rm3578300928_1975-2-22_2009.jpg,train
39,imdb_crop/06/nm0000106_rm3581070848_1975-2-22_2014.jpg,train
35,imdb_crop/06/nm0000106_rm3587541248_1975-2-22_2010.jpg,train
29,imdb_crop/06/nm0000106_rm3592395264_1975-2-22_2004.jpg,train
34,imdb_crop/06/nm0000106_rm3603009024_1975-2-22_2009.jpg,train
35,imdb_crop/06/nm0000106_rm3604318464_1975-2-22_2010.jpg,train
35,imdb_crop/06/nm0000106_rm3608120576_1975-2-22_2010.jpg,train
34,imdb_crop/06/nm0000106_rm3619786240_1975-2-22_2009.jpg,train
35,imdb_crop/06/nm0000106_rm3621095680_1975-2-22_2010.jpg,train
25,imdb_crop/06/nm0000106_rm3626343168_1975-2-22_2000.jpg,train
32,imdb_crop/06/nm0000106_rm3636500480_1975-2-22_2007.jpg,train
25,imdb_crop/06/nm0000106_rm3660552960_1975-2-22_2000.jpg,train
39,imdb_crop/06/nm0000106_rm3681734144_1975-2-22_2014.jpg,train
25,imdb_crop/06/nm0000106_rm3710884608_1975-2-22_2000.jpg,train
25,imdb_crop/06/nm0000106_rm3727661824_1975-2-22_2000.jpg,train
25,imdb_crop/06/nm0000106_rm3740900096_1975-2-22_2000.jpg,train
28,imdb_crop/06/nm0000106_rm3783694592_1975-2-22_2003.jpg,train
21,imdb_crop/06/nm0000106_rm3957037312_1975-2-22_1996.jpg,train
32,imdb_crop/06/nm0000106_rm3957955328_1975-2-22_2007.jpg,train
37,imdb_crop/06/nm0000106_rm3971526656_1975-2-22_2012.jpg,train
32,imdb_crop/06/nm0000106_rm3974732544_1975-2-22_2007.jpg,train
32,imdb_crop/06/nm0000106_rm3991509760_1975-2-22_2007.jpg,train
32,imdb_crop/06/nm0000106_rm4008286976_1975-2-22_2007.jpg,train
28,imdb_crop/06/nm0000106_rm4018575616_1975-2-22_2003.jpg,val
32,imdb_crop/06/nm0000106_rm4025064192_1975-2-22_2007.jpg,train
21,imdb_crop/06/nm0000106_rm4108032256_1975-2-22_1996.jpg,train
34,imdb_crop/06/nm0000106_rm4113271040_1975-2-22_2009.jpg,train
33,imdb_crop/06/nm0000106_rm4120482816_1975-2-22_2008.jpg,train
26,imdb_crop/06/nm0000106_rm413186048_1975-2-22_2001.jpg,train
28,imdb_crop/06/nm0000106_rm4136016128_1975-2-22_2003.jpg,train
28,imdb_crop/06/nm0000106_rm4169570560_1975-2-22_2003.jpg,train
23,imdb_crop/06/nm0000106_rm4197095936_1975-2-22_1998.jpg,train
34,imdb_crop/06/nm0000106_rm4213410560_1975-2-22_2009.jpg,train
23,imdb_crop/06/nm0000106_rm4213873152_1975-2-22_1998.jpg,train
34,imdb_crop/06/nm0000106_rm4246964992_1975-2-22_2009.jpg,test
32,imdb_crop/06/nm0000106_rm511872256_1975-2-22_2007.jpg,train
26,imdb_crop/06/nm0000106_rm548378880_1975-2-22_2001.jpg,train
23,imdb_crop/06/nm0000106_rm552835072_1975-2-22_1998.jpg,train
23,imdb_crop/06/nm0000106_rm569612288_1975-2-22_1998.jpg,train
35,imdb_crop/06/nm0000106_rm571441152_1975-2-22_2010.jpg,train
31,imdb_crop/06/nm0000106_rm581212928_1975-2-22_2006.jpg,train
32,imdb_crop/06/nm0000106_rm616667136_1975-2-22_2007.jpg,train
20,imdb_crop/06/nm0000106_rm617913088_1975-2-22_1995.jpg,train
32,imdb_crop/06/nm0000106_rm633444352_1975-2-22_2007.jpg,train
25,imdb_crop/06/nm0000106_rm637180672_1975-2-22_2000.jpg,train
32,imdb_crop/06/nm0000106_rm650221568_1975-2-22_2007.jpg,train
32,imdb_crop/06/nm0000106_rm674335744_1975-2-22_2007.jpg,train
35,imdb_crop/06/nm0000106_rm705658880_1975-2-22_2010.jpg,train
39,imdb_crop/06/nm0000106_rm712232448_1975-2-22_2014.jpg,train
32,imdb_crop/06/nm0000106_rm724667392_1975-2-22_2007.jpg,train
35,imdb_crop/06/nm0000106_rm739213312_1975-2-22_2010.jpg,train
32,imdb_crop/06/nm0000106_rm741444608_1975-2-22_2007.jpg,train
39,imdb_crop/06/nm0000106_rm762564096_1975-2-22_2014.jpg,train
26,imdb_crop/06/nm0000106_rm766482688_1975-2-22_2001.jpg,train
32,imdb_crop/06/nm0000106_rm774999040_1975-2-22_2007.jpg,train
23,imdb_crop/06/nm0000106_rm804493312_1975-2-22_1998.jpg,train
26,imdb_crop/06/nm0000106_rm816814336_1975-2-22_2001.jpg,train
35,imdb_crop/06/nm0000106_rm890208256_1975-2-22_2010.jpg,train
32,imdb_crop/06/nm0000106_rm942771200_1975-2-22_2007.jpg,train
39,imdb_crop/06/nm0000106_rm951506432_1975-2-22_2014.jpg,train
21,imdb_crop/06/nm0000106_rm996710400_1975-2-22_1996.jpg,train
50,imdb_crop/07/nm0000107_rm1064933632_1953-12-8_2004.jpg,train
58,imdb_crop/07/nm0000107_rm1107557888_1953-12-8_2012.jpg,train
33,imdb_crop/07/nm0000107_rm1223996160_1953-12-8_1987.jpg,train
48,imdb_crop/07/nm0000107_rm1259707136_1953-12-8_2002.jpg,train
48,imdb_crop/07/nm0000107_rm1265539328_1953-12-8_2002.jpg,train
48,imdb_crop/07/nm0000107_rm1276484352_1953-12-8_2002.jpg,train
35,imdb_crop/07/nm0000107_rm1652685312_1953-12-8_1989.jpg,train
46,imdb_crop/07/nm0000107_rm169577984_1953-12-8_2000.jpg,train
35,imdb_crop/07/nm0000107_rm2008068864_1953-12-8_1989.jpg,train
54,imdb_crop/07/nm0000107_rm2442627840_1953-12-8_2008.jpg,val
54,imdb_crop/07/nm0000107_rm2476182272_1953-12-8_2008.jpg,train
37,imdb_crop/07/nm0000107_rm270831104_1953-12-8_1991.jpg,train
50,imdb_crop/07/nm0000107_rm2774448128_1953-12-8_2004.jpg,train
54,imdb_crop/07/nm0000107_rm2846591488_1953-12-8_2008.jpg,train
59,imdb_crop/07/nm0000107_rm2858471424_1953-12-8_2013.jpg,train
54,imdb_crop/07/nm0000107_rm2863368704_1953-12-8_2008.jpg,train
54,imdb_crop/07/nm0000107_rm2880145920_1953-12-8_2008.jpg,test
54,imdb_crop/07/nm0000107_rm2896923136_1953-12-8_2008.jpg,train
54,imdb_crop/07/nm0000107_rm2913700352_1953-12-8_2008.jpg,train
30,imdb_crop/07/nm0000107_rm2986181888_1953-12-8_1984.jpg,train
46,imdb_crop/07/nm0000107_rm303795712_1953-12-8_2000.jpg,train
37,imdb_crop/07/nm0000107_rm304385536_1953-12-8_1991.jpg,train
43,imdb_crop/07/nm0000107_rm3186263808_1953-12-8_1997.jpg,train
50,imdb_crop/07/nm0000107_rm334674432_1953-12-8_2004.jpg,train
34,imdb_crop/07/nm0000107_rm3359084032_1953-12-8_1988.jpg,train
46,imdb_crop/07/nm0000107_rm337350144_1953-12-8_2000.jpg,train
30,imdb_crop/07/nm0000107_rm338988544_1953-12-8_1984.jpg,train
29,imdb_crop/07/nm0000107_rm3485776640_1953-12-8_1983.jpg,val
34,imdb_crop/07/nm0000107_rm3493301760_1953-12-8_1988.jpg,train
50,imdb_crop/07/nm0000107_rm354457600_1953-12-8_2004.jpg,train
50,imdb_crop/07/nm0000107_rm3564673280_1953-12-8_2004.jpg,train
32,imdb_crop/07/nm0000107_rm3566390784_1953-12-8_1986.jpg,train
29,imdb_crop/07/nm0000107_rm3603217152_1953-12-8_1983.jpg,train
50,imdb_crop/07/nm0000107_rm368228864_1953-12-8_2004.jpg,train
52,imdb_crop/07/nm0000107_rm3786512640_1953-12-8_2006.jpg,train
40,imdb_crop/07/nm0000107_rm3927608832_1953-12-8_1994.jpg,train
